-8.96e-12,6.179405721e-15
-8.88972549e-12,3.238320445e-16
-8.81945098e-12,2.684543149e-16
-8.749176471e-12,1.072411962e-16
-8.678901961e-12,4.613197559e-15
-8.608627451e-12,3.115280385e-14
-8.538352941e-12,1.048547228e-14
-8.468078431e-12,3.542355911e-13
-8.397803922e-12,3.062563484e-12
-8.327529412e-12,7.8486353e-12
-8.257254902e-12,8.908980481e-12
-8.186980392e-12,5.876447657e-12
-8.116705882e-12,6.199544335e-12
-8.046431373e-12,1.968100226e-11
-7.976156863e-12,6.255698281e-11
-7.905882353e-12,1.421437945e-10
-7.835607843e-12,2.436543283e-10
-7.765333333e-12,2.769950824e-10
-7.695058824e-12,1.936076923e-10
-7.624784314e-12,7.749557464e-11
-7.554509804e-12,2.857659896e-11
-7.484235294e-12,3.023929557e-11
-7.413960784e-12,3.857191711e-11
-7.343686275e-12,3.793179242e-11
-7.273411765e-12,2.241978156e-11
-7.203137255e-12,7.760098335e-12
-7.132862745e-12,1.325094438e-12
-7.062588235e-12,1.150080634e-13
-6.992313725e-12,2.855007415e-13
-6.922039216e-12,1.088746837e-13
-6.851764706e-12,6.512935506e-13
-6.781490196e-12,2.596890847e-12
-6.711215686e-12,4.593217601e-12
-6.640941176e-12,5.385039534e-12
-6.570666667e-12,4.903658686e-12
-6.500392157e-12,3.16859411e-12
-6.430117647e-12,1.111270355e-12
-6.359843137e-12,1.792448971e-13
-6.289568627e-12,3.029762994e-14
-6.219294118e-12,8.697458814e-15
-6.149019608e-12,9.471891551e-16
-6.078745098e-12,1.565195399e-16
-6.008470588e-12,8.736608429e-16
-5.938196078e-12,1.767244393e-14
-5.867921569e-12,4.122530909e-13
-5.797647059e-12,3.702510607e-12
-5.727372549e-12,2.826862296e-11
-5.657098039e-12,1.885837051e-10
-5.586823529e-12,1.040400489e-09
